ID,Username,Text,Created At,Retweets,Likes,Replies
1929665207615304179,@khaled,"@HungerStation @Saudi_TGA @JihadAlobaid @salahalghaydan @AliAldamanhori @SalehAlJasser @TGA_CARE @hagid @albargawy @bainah_sa @MCgovSA @Gmedia_SA @bndr55c @faisal_rakan_ @S_H_188 اول مكالمة لكم بعد الملكة كيف كانت
 #ثريدات_الكذابين_حرامية_الارباح https://t.co/eqsJXJDFqz",Mon Jun 02 22:23:31 +0000 2025,0,0,1
1929665146642735414,@khaled,"@AliAldamanhori @Saudi_TGA @HungerStation @JihadAlobaid @salahalghaydan @SalehAlJasser @TGA_CARE @hagid @albargawy @bainah_sa @MCgovSA @Gmedia_SA @bndr55c @faisal_rakan_ @S_H_188 @AzizKhudiry اول مكالمة لكم بعد الملكة كيف كانت
 #ثريدات_الكذابين_حرامية_الارباح https://t.co/ADdiwNpUnb",Mon Jun 02 22:23:17 +0000 2025,0,0,1
1929664518776365269,@SN7777m,@HungerStation ما تم ولا كلمتوني,Mon Jun 02 22:20:47 +0000 2025,0,0,0
1929664412400734516,@SN7777m,@HungerStation @xjwwr لا وزود على الغلاء يجيك طلبك بشكل هذا وخدمة العملاء تقول مراح يتكرر طيب وش ذنبي أنا المشكله من توصيلكم مو مني https://t.co/MZ2k3aEjsF,Mon Jun 02 22:20:22 +0000 2025,0,0,0
1929664345153458318,@khaled,"@AliAldamanhori @Saudi_TGA @HungerStation قصص عن الخيانة الزوجية @JihadAlobaid @salahalghaydan @AliAldamanhori 
 #ثريدات_الكذابين_حرامية_الارباح  @SalehAlJasser @Saudi_TGA @TGA_CARE

@hagid @albargawy @bainah_sa @MCgovSA @Gmedia_SA @bndr55c @faisal_rakan_ @S_H_188 
@AzizKhudiry https://t.co/5yd3Fb6nrA",Mon Jun 02 22:20:05 +0000 2025,1,0,1
1929664039262867623,@khaled,"@HungerStation @Saudi_TGA قصص عن الخيانة الزوجية @JihadAlobaid @salahalghaydan @AliAldamanhori 
 #ثريدات_الكذابين_حرامية_الارباح  @SalehAlJasser @Saudi_TGA @TGA_CARE

@hagid @albargawy @bainah_sa @MCgovSA @Gmedia_SA @bndr55c @faisal_rakan_ @S_H_188 https://t.co/SknFzBHTvW",Mon Jun 02 22:18:53 +0000 2025,0,0,1
1929663940331483320,@SN7777m,@AliAldamanhori @HungerStation @Saudi_TGA هذي خدمة توصيل بالله عليك كل طلبي مفتوح ومتناثر https://t.co/jlyXDEMbaJ,Mon Jun 02 22:18:29 +0000 2025,0,0,2
1929663662480076850,@SN7777m,@HungerStation لي اسبوعين اتواصل خاص بدون فايده,Mon Jun 02 22:17:23 +0000 2025,0,0,1
1929663370753458262,@SN7777m,@HungerStation @Saudi_TGA وعلموهم يوصلون الطلبات ما تكون مفتوحه وحالتها حاله https://t.co/WyodWFAUB5,Mon Jun 02 22:16:13 +0000 2025,0,0,0
1929663310330241309,@KhaledGives,@A_AlFai9al ما تعرف تكتب اعلان ؟ 🤣فعلا عصابة محتالين @HungerStation @bndr55c https://t.co/6ACwPuX68U,Mon Jun 02 22:15:59 +0000 2025,0,0,0
1929663057783079223,@SN7777m,@HungerStation @Saudi_TGA وطلباتنا الي تجي مفتوحه من يتحملها,Mon Jun 02 22:14:59 +0000 2025,0,1,1
1929662936382874057,@SN7777m,@AliAldamanhori @HungerStation @Saudi_TGA شوفو مندوبينهم وشوفو خدمة العملا الي تتجاهل شكاوينا مندوبينهم يوصلون لنا طلبات مفتوحه وخدمة العملاء تتجاهل,Mon Jun 02 22:14:30 +0000 2025,0,0,0
